idRacine,Racine,E1,E2,E3,E5,E6,NBLettre
1489,سمك,س,م,ك,,,3
1490,سمم,س,م,م,,,3
1491,سمن,س,م,ن,,,3
1492,سمر,س,م,ر,,,3
1493,سمو,س,م,و,,,3
1494,سنبل,س,ن,ب,,,4
1495,سند,س,ن,د,,,3
1496,سندس,س,ن,د,,,4
1497,سنه,س,ن,ه,,,3
1498,سنم,س,ن,م,,,3
1499,سنن,س,ن,ن,,,3
1500,سنو,س,ن,و,,,3
1501,سقف,س,ق,ف,,,3
1502,سقم,س,ق,م,,,3
1503,سقر,س,ق,ر,,,3
1504,سقط,س,ق,ط,,,3
1505,سقي,س,ق,ي,,,3
1506,سرع,س,ر,ع,,,3
1507,سرب,س,ر,ب,,,3
1508,سربل,س,ر,ب,,,4
1509,سرد,س,ر,د,,,3
1510,سردق,س,ر,د,,,4
1511,سرف,س,ر,ف,,,3
1512,سرح,س,ر,ح,,,3
1513,سرج,س,ر,ج,,,3
1514,سرمد,س,ر,م,,,4
1515,سرق,س,ر,ق,,,3
1516,سرر,س,ر,ر,,,3
1517,سرو,س,ر,و,,,3
1518,ستر,س,ت,ر,,,3
1519,ستت,س,ت,ت,,,3
1520,سطح,س,ط,ح,,,3
1521,سطر,س,ط,ر,,,3
1522,سطو,س,ط,و,,,3
1523,سوأ,س,و,أ,,,3
1524,سوع,س,و,ع,,,3
1525,سود,س,و,د,,,3
1526,سوف,س,و,ف,,,3
1527,سوغ,س,و,غ,,,3
1528,سوح,س,و,ح,,,3
1529,سول,س,و,ل,,,3
1530,سوم,س,و,م,,,3
1531,سوق,س,و,ق,,,3
1532,سور,س,و,ر,,,3
1533,سوط,س,و,ط,,,3
1534,سوي,س,و,ي,,,3
1535,سيب,س,ي,ب,,,3
1536,سيح,س,ي,ح,,,3
1537,سيل,س,ي,ل,,,3
1538,سين,س,ي,ن,,,3
1539,سير,س,ي,ر,,,3
1540,تأبو,ت,أ,ب,,,4
1541,تعس,ت,ع,س,,,3
1542,تبع,ت,ب,ع,,,3
1543,تبب,ت,ب,ب,,,3
1544,تبر,ت,ب,ر,,,3
1545,تفث,ت,ف,ث,,,3
1546,تحت,ت,ح,ت,,,3
1547,تجر,ت,ج,ر,,,3
1548,تلك,ت,ل,ك,,,3
1549,تلل,ت,ل,ل,,,3
1550,تلو,ت,ل,و,,,3
1551,تمم,ت,م,م,,,3
1552,تنور,ت,ن,و,,,4
1553,تقن,ت,ق,ن,,,3
1554,ترب,ت,ر,ب,,,3
1555,ترف,ت,ر,ف,,,3
1556,ترك,ت,ر,ك,,,3
1557,تسع,ت,س,ع,,,3
1558,توب,ت,و,ب,,,3
1559,تور,ت,و,ر,,,3
1560,تورأ,ت,و,ر,,,4
1561,تيه,ت,ي,ه,,,3
1562,تين,ت,ي,ن,,,3
1563,طعم,ط,ع,م,,,3
1564,طعن,ط,ع,ن,,,3
1565,طبع,ط,ب,ع,,,3
1566,طبق,ط,ب,ق,,,3
1567,طفأ,ط,ف,أ,,,3
1568,طفف,ط,ف,ف,,,3
1569,طفل,ط,ف,ل,,,3
1570,طفق,ط,ف,ق,,,3
1571,طغو,ط,غ,و,,,3
1572,طه,ط,ه,,,,2
1573,طهر,ط,ه,ر,,,3
1574,طحأ,ط,ح,أ,,,3
1575,طلع,ط,ل,ع,,,3
1576,طلب,ط,ل,ب,,,3
1577,طلح,ط,ل,ح,,,3
1578,طلل,ط,ل,ل,,,3
1579,طلق,ط,ل,ق,,,3
1580,طلت,ط,ل,ت,,,3
1581,طمع,ط,م,ع,,,3
1582,طمم,ط,م,م,,,3
1583,طمن,ط,م,ن,,,3
1584,طمس,ط,م,س,,,3
1585,طمث,ط,م,ث,,,3
1586,طرد,ط,ر,د,,,3
1587,طرف,ط,ر,ف,,,3
1588,طرح,ط,ر,ح,,,3
1589,طرق,ط,ر,ق,,,3
1590,طري,ط,ر,ي,,,3
1591,طس,ط,س,,,,2
1592,طسم,ط,س,م,,,3
1593,طوع,ط,و,ع,,,3
1594,طود,ط,و,د,,,3
1595,طوف,ط,و,ف,,,3
1596,طول,ط,و,ل,,,3
1597,طوق,ط,و,ق,,,3
1598,طور,ط,و,ر,,,3
1599,طوي,ط,و,ي,,,3
1600,طيب,ط,ي,ب,,,3
1601,طين,ط,ي,ن,,,3
1602,طير,ط,ي,ر,,,3
1603,ثعب,ث,ع,ب,,,3
1604,ثبر,ث,ب,ر,,,3
1605,ثبت,ث,ب,ت,,,3
1606,ثبط,ث,ب,ط,,,3
1607,ثبي,ث,ب,ي,,,3
1608,ثجج,ث,ج,ج,,,3
1609,ثخن,ث,خ,ن,,,3
1610,ثلل,ث,ل,ل,,,3
1611,ثلث,ث,ل,ث,,,3
1612,ثمد,ث,م,د,,,3
1613,ثمم,ث,م,م,,,3
1614,ثمن,ث,م,ن,,,3
1615,ثمر,ث,م,ر,,,3
1616,ثني,ث,ن,ي,,,3
1617,ثقب,ث,ق,ب,,,3
1618,ثقف,ث,ق,ف,,,3
1619,ثقل,ث,ق,ل,,,3
1620,ثرب,ث,ر,ب,,,3
1621,ثري,ث,ر,ي,,,3
1622,ثوب,ث,و,ب,,,3
1623,ثور,ث,و,ر,,,3
1624,ثوي,ث,و,ي,,,3
1625,ثيب,ث,ي,ب,,,3
1626,ذأب,ذ,أ,ب,,,3
1627,ذأم,ذ,أ,م,,,3
1628,ذعن,ذ,ع,ن,,,3
1629,ذبب,ذ,ب,ب,,,3
1630,ذبح,ذ,ب,ح,,,3
1631,ذبذب,ذ,ب,ذ,,,4
1632,ذهب,ذ,ه,ب,,,3
1633,ذهل,ذ,ه,ل,,,3
1634,ذكر,ذ,ك,ر,,,3
1635,ذكي,ذ,ك,ي,,,3
1636,ذخر,ذ,خ,ر,,,3
1637,ذلك,ذ,ل,ك,,,3
1638,ذلل,ذ,ل,ل,,,3
1639,ذمم,ذ,م,م,,,3
1640,ذنب,ذ,ن,ب,,,3
1641,ذقن,ذ,ق,ن,,,3
1642,ذرأ,ذ,ر,أ,,,3
1643,ذرع,ذ,ر,ع,,,3
1644,ذرر,ذ,ر,ر,,,3
1645,ذرو,ذ,ر,و,,,3
1646,ذو,ذ,و,,,,2
1647,ذود,ذ,و,د,,,3
1648,ذوق,ذ,و,ق,,,3
1649,ذيع,ذ,ي,ع,,,3
1650,وأد,و,أ,د,,,3
1651,وأل,و,أ,ل,,,3
1652,وعد,و,ع,د,,,3
1653,وعي,و,ع,ي,,,3
1654,وعظ,و,ع,ظ,,,3
1655,وبل,و,ب,ل,,,3
1656,وبق,و,ب,ق,,,3
1657,وبر,و,ب,ر,,,3
1658,وضع,و,ض,ع,,,3
1659,وضن,و,ض,ن,,,3
1660,ودع,و,د,ع,,,3
1661,ودد,و,د,د,,,3
1662,ودق,و,د,ق,,,3
1663,ودي,و,د,ي,,,3
1664,وفض,و,ف,ض,,,3
1665,وفد,و,ف,د,,,3
1666,وفق,و,ف,ق,,,3
1667,وفر,و,ف,ر,,,3
1668,وفي,و,ف,ي,,,3
1669,وهب,و,ه,ب,,,3
1670,وهج,و,ه,ج,,,3
1671,وهن,و,ه,ن,,,3
1672,وهي,و,ه,ي,,,3
1673,وحد,و,ح,د,,,3
1674,وحش,و,ح,ش,,,3
1675,وحي,و,ح,ي,,,3
1676,وجب,و,ج,ب,,,3
1677,وجد,و,ج,د,,,3
1678,وجف,و,ج,ف,,,3
1679,وجه,و,ج,ه,,,3
1680,وجل,و,ج,ل,,,3
1681,وجس,و,ج,س,,,3
1682,وكأ,و,ك,أ,,,3
1683,وكد,و,ك,د,,,3
1684,وكل,و,ك,ل,,,3
1685,وكز,و,ك,ز,,,3
1686,ولد,و,ل,د,,,3
1687,ولج,و,ل,ج,,,3
1688,ولي,و,ل,ي,,,3
1689,وني,و,ن,ي,,,3
1690,وقع,و,ق,ع,,,3
1691,وقب,و,ق,ب,,,3
1692,وقد,و,ق,د,,,3
1693,وقف,و,ق,ف,,,3
1694,وقر,و,ق,ر,,,3
1695,وقت,و,ق,ت,,,3
1696,وقذ,و,ق,ذ,,,3
1697,وقي,و,ق,ي,,,3
1698,ورد,و,ر,د,,,3
1699,ورق,و,ر,ق,,,3
1700,ورث,و,ر,ث,,,3
1701,وري,و,ر,ي,,,3
1702,وصب,و,ص,ب,,,3
1703,وصد,و,ص,د,,,3
1704,وصف,و,ص,ف,,,3
1705,وصل,و,ص,ل,,,3
1706,وصي,و,ص,ي,,,3
1707,وشي,و,ش,ي,,,3
1708,وسع,و,س,ع,,,3
1709,وسل,و,س,ل,,,3
1710,وسم,و,س,م,,,3
1711,وسن,و,س,ن,,,3
1712,وسق,و,س,ق,,,3
1713,وسط,و,س,ط,,,3
1714,وسوس,و,س,و,,,4
1715,وتد,و,ت,د,,,3
1716,وتن,و,ت,ن,,,3
1717,وتر,و,ت,ر,,,3
1718,وطأ,و,ط,أ,,,3
1719,وطن,و,ط,ن,,,3
1720,وطر,و,ط,ر,,,3
1721,وثن,و,ث,ن,,,3
1722,وثق,و,ث,ق,,,3
1723,وذر,و,ذ,ر,,,3
1724,ويك,و,ي,ك,,,3
1725,ويل,و,ي,ل,,,3
1726,وزع,و,ز,ع,,,3
1727,وزن,و,ز,ن,,,3
1728,وزر,و,ز,ر,,,3
1729,يأس,ي,أ,س,,,3
1730,يعق,ي,ع,ق,,,3
1731,يبس,ي,ب,س,,,3
1732,يدي,ي,د,ي,,,3
1733,يغث,ي,غ,ث,,,3
1734,يهد,ي,ه,د,,,3
1735,يجج,ي,ج,ج,,,3
1736,يمم,ي,م,م,,,3
1737,يمن,ي,م,ن,,,3
1738,ينع,ي,ن,ع,,,3
1739,ينس,ي,ن,س,,,3
1740,يقن,ي,ق,ن,,,3
1741,يقت,ي,ق,ت,,,3
1742,يقطن,ي,ق,ط,,,4
1743,يقظ,ي,ق,ظ,,,3
1744,يس,ي,س,,,,2
1745,يسع,ي,س,ع,,,3
1746,يسف,ي,س,ف,,,3
1747,يسر,ي,س,ر,,,3
1748,يتم,ي,ت,م,,,3
1749,يثر,ي,ث,ر,,,3
1750,يوم,ي,و,م,,,3
1751,ظعن,ظ,ع,ن,,,3
1752,ظفر,ظ,ف,ر,,,3
1753,ظهر,ظ,ه,ر,,,3
1754,ظلل,ظ,ل,ل,,,3
1755,ظلم,ظ,ل,م,,,3
1756,ظمأ,ظ,م,أ,,,3
1757,ظنن,ظ,ن,ن,,,3
1758,زعم,ز,ع,م,,,3
1759,زبد,ز,ب,د,,,3
1760,زبن,ز,ب,ن,,,3
1761,زبر,ز,ب,ر,,,3
1762,زفف,ز,ف,ف,,,3
1763,زفر,ز,ف,ر,,,3
1764,زهد,ز,ه,د,,,3
1765,زهق,ز,ه,ق,,,3
1766,زهر,ز,ه,ر,,,3
1767,زحف,ز,ح,ف,,,3
1768,زحزح,ز,ح,ز,,,4
1769,زجج,ز,ج,ج,,,3
1770,زجر,ز,ج,ر,,,3
1771,زجو,ز,ج,و,,,3
1772,زكر,ز,ك,ر,,,3
1773,زكو,ز,ك,و,,,3
1774,زخرف,ز,خ,ر,,,4
1775,زلف,ز,ل,ف,,,3
1776,زلل,ز,ل,ل,,,3
1777,زلم,ز,ل,م,,,3
1778,زلق,ز,ل,ق,,,3
1779,زلزل,ز,ل,ز,,,4
1780,زمهر,ز,م,ه,,,4
1781,زمل,ز,م,ل,,,3
1782,زمر,ز,م,ر,,,3
1783,زنجبيل,ز,ن,ج,ي,ل,6
1784,زنم,ز,ن,م,,,3
1785,زني,ز,ن,ي,,,3
1786,زقم,ز,ق,م,,,3
1787,زرع,ز,ر,ع,,,3
1788,زرب,ز,ر,ب,,,3
1789,زرق,ز,ر,ق,,,3
1790,زري,ز,ر,ي,,,3
1791,زود,ز,و,د,,,3
1792,زوج,ز,و,ج,,,3
1793,زول,ز,و,ل,,,3
1794,زور,ز,و,ر,,,3
1795,زيد,ز,ي,د,,,3
1796,زيغ,ز,ي,غ,,,3
1797,زيل,ز,ي,ل,,,3
1798,زين,ز,ي,ن,,,3
1799,زيت,ز,ي,ت,,,3
